eta_x,eta_y,eta_psi,vel_ref,head_ref
-236.711532925904,34.2264751392506,2.96283749120705,0,2.96283749120705
-236.711800826455,34.2253391440498,2.96286863252788,0,2.96286863252788
-236.712067957816,34.2242047370187,2.96289940774219,0,2.96289940774219
-236.712334325062,34.2230719155949,2.96292981972632,0,2.96292981972632
-236.712599933179,34.2219406772273,2.96295987136422,0,2.96295987136422
-236.712864787063,34.2208110193748,2.96298956554563,0,2.96298956554563
-236.713128891531,34.2196829395064,2.96301890516438,0,2.96301890516438
-236.713392251316,34.2185564351002,2.96304789311683,0,2.96304789311683
-236.713654871077,34.2174315036434,2.96307653230037,0,2.96307653230037
-236.713916755398,34.2163081426316,2.96310482561202,0,2.96310482561202
-236.714177908791,34.2151863495685,2.9631327759471,0,2.9631327759471
-236.7144383357,34.2140661219655,2.96316038619801,0,2.96316038619801
-236.714698040503,34.2129474573412,2.96318765925307,0,2.96318765925307
-236.714957027513,34.2118303532213,2.9632145979954,0,2.9632145979954
-236.715215300984,34.2107148071381,2.96324120530196,0,2.96324120530196
-236.715472865109,34.2096008166302,2.96326748404254,0,2.96326748404254
-236.715729724022,34.2084883792424,2.96329343707888,0,2.96329343707888
-236.715985881804,34.2073774925252,2.96331906726387,0,2.96331906726387
-236.716241342481,34.2062681540347,2.96334437744072,0,2.96334437744072
-236.716496110029,34.2051603613323,2.96336937044225,0,2.96336937044225
-236.716750188372,34.2040541119844,2.96339404909021,0,2.96339404909021
-236.717003581386,34.2029494035624,2.96341841619465,0,2.96341841619465
-236.717256292899,34.2018462336425,2.96344247455333,0,2.96344247455333
-236.717508326696,34.2007445998051,2.96346622695115,0,2.96346622695115
-236.717759686515,34.1996444996351,2.96348967615967,0,2.96348967615967
-236.718010376053,34.1985459307217,2.9635128249366,0,2.9635128249366
-236.718260398964,34.1974488906579,2.96353567602541,0,2.96353567602541
-236.718509758862,34.1963533770407,2.96355823215487,0,2.96355823215487
-236.718758459322,34.1952593874707,2.96358049603872,0,2.96358049603872
-236.719006503881,34.1941669195524,2.9636024703753,0,2.9636024703753
-236.719253896037,34.1930759708935,2.96362415784726,0,2.96362415784726
-236.719500639255,34.1919865391053,2.96364556112121,0,2.96364556112121
-236.71974673696,34.1908986218024,2.96366668284754,0,2.96366668284754
-236.719992192548,34.1898122166024,2.9636875256601,0,2.9636875256601
-236.720237009378,34.1887273211264,2.96370809217602,0,2.96370809217602
-236.720481190776,34.1876439329981,2.96372838499551,0,2.96372838499551
-236.720724740039,34.1865620498444,2.96374840670167,0,2.96374840670167
-236.72096766043,34.1854816692951,2.96376815986031,0,2.96376815986031
-236.721209955183,34.1844027889828,2.96378764701986,0,2.96378764701986
-236.721451627502,34.1833254065427,2.96380687071118,0,2.96380687071118
-236.721692680562,34.1822495196131,2.9638258334475,0,2.9638258334475
-236.721933117508,34.1811751258346,2.96384453772429,0,2.96384453772429
-236.72217294146,34.1801022228506,2.9638629860192,0,2.9638629860192
-236.722412155508,34.179030808307,2.96388118079195,0,2.96388118079195
-236.722650762717,34.1779608798522,2.96389912448433,0,2.96389912448433
-236.722888766125,34.1768924351372,2.96391681952012,0,2.96391681952012
-236.723126168745,34.1758254718155,2.96393426830504,0,2.96393426830504
-236.723362973564,34.1747599875428,2.96395147322677,0,2.96395147322677
-236.723599183545,34.1736959799775,2.96396843665488,0,2.96396843665488
-236.723834801626,34.1726334467802,2.96398516094087,0,2.96398516094087
-236.724069830721,34.1715723856139,2.96400164841815,0,2.96400164841815
-236.724304273722,34.170512794144,2.96401790140206,0,2.96401790140206
-236.724538133496,34.1694546700383,2.96403392218987,0,2.96403392218987
-236.724771412889,34.1683980109666,2.96404971306081,0,2.96404971306081
-236.725004114725,34.1673428146014,2.96406527627613,0,2.96406527627613
-236.725236241804,34.1662890786173,2.9640806140791,0,2.9640806140791
-236.725467796905,34.1652368006911,2.96409572869506,0,2.96409572869506
-236.725698799518,34.1641859355847,2.96411062879373,0,2.96411062879373
-236.72592926134,34.1631364575346,2.96412531991211,0,2.96412531991211
-236.726159116699,34.1620885401112,2.96413977791455,0,2.96413977791455
-236.726388410994,34.1610420714761,2.96415402145502,0,2.96415402145502
