eta_x,eta_y,eta_psi
465.612514466332,811.98586073926,-1.98663932085037
465.5456963466,811.840750983058,-1.98808193206787
465.480316468779,811.702250434373,-1.98996335268021
465.415195845605,811.564188479583,-1.99209272861481
465.350372128989,811.426872217189,-1.99423176050186
465.285845884476,811.289935160507,-1.99628096818924
465.209111450955,811.155201402831,-1.9979875087738
465.144641115846,811.018560459403,-1.99925321340561
465.079962833649,810.882070071392,-1.99983072280884
465.015355007697,810.745865744739,-1.99962687492371
464.951173215683,810.610233340745,-1.9985036055247
464.874418252692,810.475453809331,-1.99678039550781
464.811317683642,810.341648167057,-1.99458531538645
464.748639411755,810.208853819756,-1.99152410030365
464.686199324327,810.07690226604,-1.98899376392365
464.624004960317,809.945676857699,-1.98657155036926
464.565917620777,809.810226458905,-1.98499381542206
464.504198108273,809.680052302199,-1.98315604527791
464.442809142534,809.550429891038,-1.98152124881744
464.38169046914,809.421452220213,-1.9809091091156
464.320856525584,809.293222730955,-1.98087269067764
464.26040384606,809.166129582714,-1.98120671510696
464.197334514295,809.03127915444,-1.98176431655884
464.138506510399,808.907395550874,-1.98238682746887
464.080893408068,808.786111738737,-1.98304086923599
464.024620045689,808.667532485327,-1.98356926441193
463.957509342289,808.542057451882,-1.98385147253672
463.903348414614,808.427626242568,-1.98435753583908
463.849963484763,808.314995016552,-1.98475754261017
463.79738103561,808.204174565348,-1.9853169520696
463.745475603501,808.094868786639,-1.9859983921051
463.702359937499,808.00570384838,-1.98677313327789
463.651451112981,807.89826132924,-1.98759669065475
463.600749720199,807.791251314866,-1.98841989040375
463.550048947481,807.684398303478,-1.98915702104568
463.499199388597,807.577665062439,-1.98977029323578
463.450179600969,807.472280590668,-1.99041622877121
463.398864070142,807.365090835111,-1.99099743366241
463.347199646096,807.257375059771,-1.9915326833725
463.294991053252,807.148977617527,-1.99199992418289
463.242240466021,807.039898499747,-1.99235641956329
463.17775000295,806.92306828525,-1.99255426724752
463.12403984095,806.812815404775,-1.99256789684296
463.069979104051,806.702331539455,-1.99201452732086
463.016028745778,806.591741832497,-1.99111467599869
462.962094558029,806.481082040596,-1.99024623632431
462.907856370396,806.37045074507,-1.98980629444122
462.836027838425,806.243594348308,-1.98939919471741
462.781064017192,806.132846676296,-1.98861253261566
462.725870215865,806.022102144764,-1.98748117685318
462.670608200952,805.911510445445,-1.98623949289322
462.630933627308,805.839863210629,-1.9846510887146
462.575953997789,805.729880642434,-1.98324710130692
462.507836037754,805.59298287557,-1.98223215341568
462.453876912001,805.484289581961,-1.98120075464249
462.400542618218,805.376394264955,-1.98010259866714
462.344982182911,805.266747220077,-1.97899955511093
462.292791538045,805.160385075153,-1.97790038585663
462.241117029338,805.054620173703,-1.976866543293
462.189753311511,804.949292105775,-1.97611892223358
462.138613638025,804.844174185795,-1.97506209214528
462.085476469714,804.744582918955,-1.97381794452667
462.034347288508,804.639346571382,-1.9730578660965
461.983083235095,804.533735754132,-1.97227537631989
461.931634854773,804.427481077787,-1.97118425369263
461.879947930377,804.320452595721,-1.97018820047379
461.822946301846,804.2047418348,-1.96915054321289
461.771085345807,804.095761281476,-1.9681978225708
461.719180143751,803.985814642876,-1.9676274061203
461.666975440238,803.875083664539,-1.96764854590098
461.614346855525,803.763959800854,-1.96827006340027
461.561370275565,803.652816436869,-1.96930360794067
461.50214371772,803.533538425204,-1.97029626369476
461.448989634043,803.423242786229,-1.97122770547867
461.395872883604,803.313417625256,-1.97224402427673
461.342863134357,803.204078396806,-1.97342699766159
461.290019675244,803.096291866705,-1.97456538677216
461.237285870645,802.988417490955,-1.97576546669006
461.184734423073,802.881372912623,-1.97692292928696
461.132292794525,802.775111123525,-1.97792208194733
461.07991335185,802.669449895383,-1.97857373952866
461.028993559462,802.587700154939,-1.97886872291565
460.976604353965,802.48307429721,-1.9787472486496
460.924094032367,802.378854500788,-1.97833162546158
460.871461995834,802.274775440786,-1.97760272026062
460.818636062995,802.170745670802,-1.97619760036469
460.799479416319,802.039952936656,-1.9750372171402
460.746432196871,801.93506787412,-1.9738951921463
460.693304415879,801.829514608337,-1.97274315357208
460.640076504131,801.723379481183,-1.9715461730957
460.586903265104,801.616588231296,-1.97037321329117
460.537170467781,801.519731303566,-1.96937918663025
460.483940955265,801.411618536776,-1.96862465143204
460.430680224778,801.303386227713,-1.96811640262604
460.377607335127,801.195122143195,-1.96779382228851
460.324763591503,801.08679363249,-1.96734774112701
460.272306672647,800.978610608441,-1.96679544448853
460.207410181617,800.863260870309,-1.96566486358643
460.15596469707,800.755389451448,-1.964395403862
460.105120068448,800.647608661986,-1.96314859390259
460.054879474256,800.539933197382,-1.96196281909943
459.999478545914,800.426898313223,-1.96098476648331
459.95051753487,800.319470691366,-1.96043169498444
459.902135349754,800.212112302712,-1.95980381965637
459.854138710389,800.104808440451,-1.95922523736954
459.806391847567,799.997549955555,-1.9587277173996
459.756742235628,799.893810827022,-1.95830351114273
459.709103175316,799.786492355178,-1.95785409212112
459.661273576106,799.679065591461,-1.95731675624847
459.613050531387,799.571372502399,-1.95671319961548
459.564374291362,799.463182582075,-1.95597755908966
459.501693058465,799.356723283773,-1.95532524585724
459.452045032746,799.247026734539,-1.95433264970779
459.402016298323,799.136530580575,-1.95217017332713
459.351851237344,799.025268468657,-1.9492723941803
459.301596761599,798.913445354191,-1.94676202535629
459.238369642832,798.790190812235,-1.94446551799774
459.187724576079,798.677526573123,-1.94311344623566
459.136736623401,798.564918214275,-1.94228573640188
459.085376276876,798.452511771737,-1.94250148534775
459.033671987192,798.340322403536,-1.94324564933777
458.98207847732,798.228533636752,-1.94440966844559
458.933839747735,798.109025433799,-1.94561564922333
458.883215257521,797.997814410891,-1.94692635536194
458.833108721872,797.886927117213,-1.94830465316772
458.783412820715,797.776386379189,-1.94936072826385
458.733430597158,797.680852706814,-1.95089209079742
458.684411105214,797.570957513524,-1.95261287689209
458.635642140241,797.461319531053,-1.95375579595566
458.586982131804,797.351880680919,-1.95475608110428
458.538431024267,797.242438936667,-1.95551288127899
458.487402552893,797.12152947788,-1.95597648620605
458.438973152581,797.011847456215,-1.95633872350057
458.390562632807,796.901831893106,-1.95632439851761
458.342050340746,796.791448012857,-1.95593065023422
458.293313466488,796.680766916375,-1.95532929897308
458.234054759576,796.550594160768,-1.95470285415649
458.184868028254,796.438931561227,-1.95408356189728
458.135294848549,796.326779156712,-1.95370507240295
458.085285001842,796.214257139134,-1.95334581534068
458.034734427411,796.101602937121,-1.95283615589142
457.981777575442,795.979421712719,-1.95225755373637
457.930704346144,795.866356770557,-1.95136934518814
457.879136363216,795.752987539965,-1.95059841871262
457.827017011988,795.639186926636,-1.94957083463669
457.774604055404,795.524941630552,-1.94816422462463
457.721982327054,795.410293720435,-1.9465691447258
457.662476147396,795.290305312926,-1.94463115930557
457.609822015914,795.175451807324,-1.94236904382706
457.557224349359,795.06063980971,-1.93967962265015
457.504763161416,794.945825740185,-1.93640542030334
457.454067687528,794.819921818213,-1.93259823322296
457.402691263977,794.705057543754,-1.92853188514709
457.351919089998,794.590281175058,-1.924420773983
457.301576103725,794.475536191004,-1.92041289806366
457.251636910612,794.360746797603,-1.91655153036118
457.205353672394,794.236321474405,-1.9138423204422
457.156372440945,794.121460700606,-1.91026397546132
457.10797450324,794.006790473126,-1.90602469444275
457.060214037,793.892494641348,-1.90287458896637
457.013262625845,793.778600577986,-1.90016096830368
456.969353328692,793.64849355068,-1.89778697490692
456.934965367682,793.563648251752,-1.8961974978447
456.889615336148,793.450753154885,-1.89460802078247
456.833620834632,793.309582012331,-1.89159715175629
456.789382648282,793.19646851457,-1.88954216241837
456.741376541058,793.078336703253,-1.88792157173157
456.69762295389,792.964266931255,-1.88569450378418
456.653960467892,792.849530445014,-1.88274353742599
456.610518661548,792.734003498963,-1.88027089834213
456.567232759047,792.617765206791,-1.87764024734497
456.524273900281,792.500916094587,-1.87486857175827
456.485728028608,792.37180336346,-1.87232506275177
456.443578285541,792.254500741721,-1.87003988027573
456.40156308102,792.137124196077,-1.86843907833099
456.359716059727,792.019699810503,-1.86716961860657
456.321919890198,791.885854396503,-1.86543079217275
456.280261085782,791.76814379327,-1.86432647705078
456.238584415214,791.649958177822,-1.86348819732666
456.196739244736,791.531259992226,-1.8626663684845
456.154669794188,791.411985498043,-1.86201727390289
456.116144478809,791.288945070905,-1.86134195327759
456.073794619751,791.168606097835,-1.86038535833359
456.031350827167,791.047786625403,-1.85904383659363
455.9890839979,790.926621846408,-1.85725373029709
455.947139942975,790.805497293576,-1.85544288158417
455.905604969402,790.666754988401,-1.85371923446655
455.863959353272,790.546621619939,-1.85260689258575
455.822489081325,790.427422144208,-1.85144793987274
455.781127687146,790.309025637087,-1.85039591789246
455.739968659804,790.191249713302,-1.84979891777039
455.713006188188,790.063323129257,-1.84946781396866
455.672436163391,789.946564540242,-1.84923923015594
455.632185172273,789.830129615553,-1.84898221492767
455.592224232144,789.713899488111,-1.84850710630417
455.552477051681,789.597735746269,-1.84760040044785
455.512924166507,789.481572718458,-1.84599357843399
455.475907997295,789.362702194236,-1.84369939565659
455.437181572836,789.246349617535,-1.84082192182541
455.398845079127,789.129883333325,-1.83748185634613
455.360790269743,789.013346718037,-1.83373779058456
455.324436560817,788.881905821276,-1.82962238788605
455.287195567113,788.764567070995,-1.82524466514587
455.250219052801,788.646793281613,-1.8206097483635
455.213641052693,788.528446335394,-1.8158078789711
455.177576937796,788.409510790314,-1.81122475862503
455.140291766883,788.27718184418,-1.80712592601776
455.105019864787,788.157266840096,-1.80376023054123
455.070081737538,788.037217284499,-1.80083507299423
455.035640950247,787.917599263237,-1.79814684391022
455.002044242916,787.798290057682,-1.79595416784286
454.97098292777,787.663984503006,-1.79406231641769
454.938547821152,787.54510827658,-1.79297435283661
454.906763181885,787.426523875413,-1.79184548060099
454.87543846303,787.308143978472,-1.79109275341034
454.844438579257,787.189879516933,-1.79085206985474
454.821889778978,787.076626610393,-1.79119797547658
454.791581019668,786.958727803861,-1.79217529296875
454.761501393223,786.841222785621,-1.79324132204056
454.731584063427,786.723909677282,-1.79408049583435
454.701901339586,786.606667627465,-1.79488134384155
454.672490767358,786.48937384094,-1.79559987783432
454.642425266422,786.364421030102,-1.79595416784286
454.613369343235,786.246619201778,-1.79614752531052
454.584308401885,786.12844674338,-1.79625296592712
454.555136631488,786.0098470953,-1.79638473192851
454.531900081488,785.878761937813,-1.79659748077393
454.502316126261,785.759130287822,-1.79720095793406
454.472416120233,785.639084470812,-1.79870808124542
454.442122481569,785.51879881251,-1.80006492137909
454.411547923892,785.398621482191,-1.80258194605509
454.387851637551,785.265035486891,-1.80635738372803
454.356790146255,785.145542108222,-1.80979752540588
454.325497852546,785.026407967138,-1.81349760293961
454.293800509667,784.90801787962,-1.81709092855453
454.261808229016,784.790310493893,-1.82043260335922
454.239354503056,784.664922881461,-1.82345008850098
454.206778519058,784.548070276801,-1.82610154151917
454.173933199187,784.43158337445,-1.82820051908493
454.140847604844,784.315485371405,-1.82956743240356
454.107531707678,784.199546722504,-1.83001792430878
454.076070472949,784.085970701363,-1.83000413576762
454.042504604647,783.969798575922,-1.82897245883942
454.008853793454,783.85338115686,-1.82744634151459
453.975241905848,783.736602021937,-1.82534474134445
453.941662394025,783.619366363617,-1.82285803556442
453.908328676115,783.501638930428,-1.82009524106979
453.876057256383,783.37203162366,-1.81743693351746
453.843207756591,783.253775812412,-1.81560087203979
453.810733192608,783.135532865831,-1.81384630997976
453.77847783383,783.017468222888,-1.8125866651535
453.7557593536,782.88311062286,-1.81229269504547
453.724171460128,782.766135504575,-1.81236213445663
453.693125829042,782.649587102457,-1.81269550323486
453.662447310788,782.533360520618,-1.81315553188324
453.632114405833,782.417554738021,-1.81366902589798
453.608897563708,782.29380274648,-1.81437629461288
453.578875422992,782.1787638085,-1.81518566608429
453.548828912122,782.063713801721,-1.81601095199585
453.518677355043,781.948515257197,-1.81664264202118
453.488380386794,781.833002920238,-1.81765735149384
453.459949742248,781.724245584899,-1.81902295351028
453.429381890372,781.607881584428,-1.82018738985062
453.398617142043,781.491002199769,-1.82139825820923
453.367642457716,781.37360468624,-1.82273006439209
453.336486379101,781.255755661183,-1.82408136129379
453.308296625587,781.124087390305,-1.8256824016571
453.276788927485,781.005440373044,-1.82689094543457
453.245049359184,780.886522692602,-1.82830107212067
453.21309375093,780.767395191239,-1.82952177524567
453.181169241302,780.648198661305,-1.83004748821259
453.149295588911,780.529177245317,-1.83038365840912
453.121077348389,780.402068896633,-1.83067178726196
453.088659900278,780.284285452905,-1.83108109235764
453.055658683465,780.166774184448,-1.83132767677307
453.022233933889,780.049328383682,-1.8316490650177
453.006056621067,779.933903709286,-1.83188855648041
452.972531636416,779.816524593284,-1.83192014694214
452.939095167524,779.699079754816,-1.83190912008286
452.905778493537,779.581433140824,-1.83193749189377
452.872402530664,779.463514928794,-1.83200931549072
452.847149960872,779.356488683412,-1.83248706658681
452.813347231696,779.238246510464,-1.83371692895889
452.779272091654,779.120053652756,-1.83518350124359
452.744820910822,779.002189740124,-1.83692336082458
452.710159365647,778.884738032535,-1.83861035108566
452.680671369559,778.76179079558,-1.83992952108383
452.645781738902,778.644972713548,-1.84069216251373
452.610922030267,778.528318723012,-1.8407855629921
452.576100229762,778.411759104776,-1.84024310112
452.541407741041,778.295220473625,-1.83926898241043
452.50155636591,778.186434933136,-1.83783394098282
452.46660583924,778.069983879462,-1.83598244190216
452.431579797776,777.953577421926,-1.83392280340195
452.396613263003,777.83723739002,-1.83188444375992
452.361562588716,777.720853386677,-1.83007407188416
452.326361529064,777.604234460653,-1.82868069410324
452.298756796696,777.490051117008,-1.82786709070206
452.263061518523,777.372981737998,-1.82781010866165
452.227092102495,777.255864282917,-1.82860678434372
452.190862594236,777.138857258611,-1.82969510555267
452.167701938973,777.031202468519,-1.83161715666453
452.131155727968,776.914312048167,-1.83416813611984
452.094710379709,776.797303411509,-1.83591794967651
452.058392211054,776.680057084588,-1.83724212646484
452.02225030876,776.56256963723,-1.83808374404907
451.9898289825,776.454695422381,-1.83864635229111
451.953940274162,776.336442326175,-1.83886736631393
451.917926309516,776.217865478306,-1.83886981010437
451.88173220395,776.099033545154,-1.83875870704651
451.845396492552,775.980046170904,-1.8385249376297
451.81443175369,775.86524781128,-1.83813321590424
451.778211827836,775.746214724396,-1.83754581212997
451.742259430562,775.627609175093,-1.83678299188614
451.706807383199,775.509891663454,-1.83596312999725
451.671859180573,775.392969605779,-1.83550536632538
451.640637232842,775.276884578878,-1.83521866798401
451.60632050854,775.160704677642,-1.83502519130707
451.572242787161,775.044731800699,-1.83464133739471
451.538237507869,774.928885172376,-1.83394795656204
451.504366410788,774.813033615442,-1.83291107416153
451.470584259914,774.697007657342,-1.83140903711319
451.451858267192,774.603859588191,-1.82979899644852
451.418160758318,774.487448175697,-1.82804524898529
451.384542225228,774.37098718934,-1.82626503705978
451.350962907644,774.254534515868,-1.82451522350311
451.321967011232,774.142082143305,-1.82292276620865
451.2881372879,774.025847513519,-1.82136273384094
451.254217058733,773.90957806647,-1.81970834732056
451.220309784998,773.793116277405,-1.81784498691559
451.186513987372,773.676456063899,-1.81560599803925
451.15792728751,773.567483081885,-1.81292635202408
451.124940330529,773.450738291468,-1.81003952026367
451.092406738499,773.334247277032,-1.80792856216431
451.05996967168,773.218073669677,-1.80548445383708
451.027597598221,773.101989685912,-1.802789747715
451.003995888012,772.995632854204,-1.80087012052536
450.97203339695,772.879311235186,-1.79947543144226
450.940355228922,772.762834211208,-1.79807202021281
450.90917311491,772.64600113768,-1.79671311378479
450.87832767315,772.528740298246,-1.7960769534111
450.85819971235,772.429412473507,-1.79609680175781
450.827934494371,772.311363782957,-1.7966975569725
450.797736956288,772.193187358559,-1.79745388031006
450.767503460185,772.074930778169,-1.7987220287323
450.737378660823,771.956546469508,-1.80049133300781
450.707327192601,771.838105409385,-1.80191171169281
450.687485862297,771.733910059196,-1.80331528186798
450.657929282571,771.615882448214,-1.80459064245224
450.628557539709,771.498186377281,-1.8057399392128
450.599283024835,771.380754483216,-1.80685144662857
450.57309098387,771.272135399621,-1.80796015262604
450.543805390452,771.155223195696,-1.80906546115875
450.514439649414,771.038529768852,-1.81031346321106
450.484943891163,770.921848613929,-1.8115422129631
450.455256110477,770.805092543752,-1.81263053417206
450.433284353676,770.7036998426,-1.81329035758972
450.403334565617,770.585905267056,-1.81394251187642
450.373299845498,770.467380668359,-1.81441181898117
450.343031631007,770.348201815259,-1.81456166505814
450.312648760426,770.228356216945,-1.81475698947906
450.29017783949,770.124456405314,-1.81517696380615
450.259141833714,770.003723413396,-1.81594127416611
450.22752046321,769.882781521531,-1.81745916604996
450.195387269261,769.761887654219,-1.82011119524638
450.162877388697,769.641221404459,-1.82345312833786
450.141101706044,769.528310177139,-1.82568550109863
450.108126473969,769.408504062545,-1.82870117823283
450.074998781441,769.289199040529,-1.83211320638657
450.041833073258,769.170827518564,-1.83424651622772
450.008584089015,769.053692838969,-1.83546501398087
449.975383605399,768.937621312518,-1.83598756790161
449.94330810446,768.834115918999,-1.83558511734009
449.909909901162,768.719441074295,-1.83429205417633
449.876357632057,768.605278419431,-1.83256566524506
449.84267583934,768.49140636066,-1.83032333850861
449.824220471648,768.398949655407,-1.82858920097351
449.79074703208,768.284838468551,-1.82627391815186
