392.415179932759,839.278339729391,5,8
423.468999581457,762.594417739748,7,8
435.510276588095,684.642992907302,7,8
430.440265216879,640.914144830563,7,8
402.555202675191,614.930336553081,6,8
353.122591805835,608.592822339061,6,8
333.476297742372,620.000347924297,5,8
321.435020735734,637.111636302151,5,8
317.632512207322,669.432958793653,5,8
334.743800585176,690.34675569992,5,8
356.291348912845,706.824292656372,5,8
377.838897240513,709.35929834198,5,8
401.287699832387,711.260552606186,5,8
425.370253845663,718.86556966301,5,8
438.679033695105,730.906846669648,4,8
438.679033695105,748.651886468904,4,8
431.074016638281,766.39692626816,4,8
413.328976839025,770.833186217974,4,8
386.077665718739,772.73444048218,6,8
368.332625919483,772.73444048218,6,8
349.320083277423,772.73444048218,3,8
327.772534949754,772.73444048218,3,8
349.953834698824,783.508214646014,3,8
370.233880183689,803.154508709476,5,8
379.740151504719,817.097039980321,5,8
387.345168561543,835.475831200979,5,8
